[setCountry, getClass, getCountry, getDeveloper, getTags, setItemCondition, setUserRecordType, setYourPrice, setNotes, setCreatedAt, getCreatedAt, getUserRecordType, getTitle, setCategory, getGame, getPriceCIB, getParameter, getBoxCondition, setPlatform, getReleaseType, getItemCondition, getCategory, setTitle, getManualCondition, getOwnership, getPriceLoose, setPublisher, getPriceNew, wait, notifyAll, getPricePaid, setTags, notify, getNotes, hashCode, setManualCondition, getGameExact, setPriceCIB, getYourPrice, setReleaseType, setOwnership, setPriceNew, getPublisher, setPriceLoose, equals, getParameters, setPricePaid, setDeveloper, toString, setBoxCondition, getPlatform]
"Sony PlayStation 3","Games","Owned","Doom 3 BFG Edition","","","Missing Field","Missing Field","Jan 25 2022","CIB","-1.0","-1.0","-1.0","-1.0","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Dragon Ball Z: Budokai","United States of America","Official","Infogrames Entertainment","Dimps Corporation","Jan 17 2022","CIB","8.58","13.86","138.11","13.86","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Dragon Quest VIII: Journey of the Cursed King","United States of America","Official","Square Enix","Level-5","Jan 17 2022","CIB","16","23.81","62.06","23.81","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Dragon Quest XI: Echoes of an Elusive Age","United States of America","Official","Square Enix","Square Enix","Jan 25 2022","CIB","13.74","15.11","21.92","15.11","-1.0","10","10","10","",""
"Nintendo Wii","Games","Owned","Drawn to Life: The Next Chapter","United States of America","Official","THQ","Planet Moon Studios","Jan 16 2022","CIB","5.32","6.3","9.52","6.3","-1.0","10","10","10","",""
"Sega Dreamcast","GameAccessories","Owned","Dreamcast Visual Memory Unit VMU [Blue]","United States of America","Official","Sega","Missing Field","Jan 30 2022","Loose","20.48","37.11","40.49","20.48","-1.0","10","?","?","",""
"Sony PlayStation","Games","Owned","Driver","United States of America","Official","GT Interactive Software Corp.","Reflections Interactive","Jan 31 2022","CIB","8.49","11.47","155.85","11.47","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Dying Light","United States of America","Official","Techland Sp. z o.o.","Techland Sp. z o.o","Jan 25 2022","CIB","6.6","7.5","20.07","7.5","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","EA Sports UFC","United States of America","Official","Electronic Arts","Electronic Arts","Mar 3 2024","CIB","6.59","7","12.75","7","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","EA Sports UFC 2","United States of America","Official","Electronic Arts","EA Sports","Mar 6 2024","CIB","7.72","8.02","15.49","8.02","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","EA Sports UFC 2","United States of America","Official","Electronic Arts","EA Sports","Mar 9 2024","CIB","7.72","8.02","15.49","8.02","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","EA Sports UFC 2","United States of America","Official","Electronic Arts","EA Sports","Mar 3 2024","CIB","8.04","8.46","14.18","8.46","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Ecco the Dolphin: Defender of the Future","United States of America","Official","Sega","Appaloosa Interactive","Jan 25 2022","CIB","13.64","23.14","50.49","23.14","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Elder Scrolls III: Morrowind Game of the Year Edition","United States of America","Official","Bethesda Softworks","Bethesda Softworks","Jan 16 2022","CIB","13.18","20.48","180.28","20.48","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Enter the Matrix","United States of America","Official","Atari SA","Shiny Entertainment Inc.","Jan 17 2022","CIB","6.99","8.49","15.53","8.49","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","ESPN NBA 2K5","United States of America","Official","Sega","Visual Concepts","Mar 6 2024","CIB","3.71","6.45","13.46","6.45","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","ESPN NFL 2K5","United States of America","Official","Sega","Visual Concepts","Mar 3 2024","CIB","7.68","10.51","39.65","10.51","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","ESPN NHL 2K5","United States of America","Official","Sega","Kush Games","Jan 16 2022","CIB","4.49","6.18","13.54","6.18","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Eternal Darkness: Sanity's Requiem","United States of America","Official","Nintendo","Silicon Knights","Jan 17 2022","CIB","65.5","103.95","203","103.95","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Evil Within","United States of America","Official","Bethesda Softworks","Tango gameworks","Nov 20 2021","CIB","7.89","8.01","15.49","8.01","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Evolution 2","United States of America","Official","Ubisoft Entertainment","Sting Entertainment","Jan 30 2022","CIB","22.32","47.41","84.01","47.41","-1.0","10","10","10","",""
"Nintendo Wii","Games","Owned","Excitebots: Trick Racing","United States of America","Official","Nintendo","Monster Games Inc.","Jan 17 2022","CIB","7.14","14.05","26.41","14.05","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Expendable","United States of America","Official","Infogrames Entertainment","Rage Software","Jan 25 2022","CIB","18.42","22.5","55.5","22.5","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Extermination","United States of America","Official","Sony Computer Entertainment Inc.","Deep Space Inc.","Mar 6 2024","CIB","9.77","17.52","63.36","17.52","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","F-Zero GX","United States of America","Official","Nintendo","Amusement Vision Ltd.","Jan 17 2022","CIB","61.85","85.5","206.46","85.5","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","F.E.A.R. 3","United States of America","Official","WB Games","Day 1 Studios","Jan 16 2022","CIB","10.27","12.95","38.39","12.95","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","F.E.A.R. 3","United States of America","Official","WB Games","Day 1 Studios","Jan 25 2022","CIB","11.59","11.99","26.31","11.99","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","F355 Challenge","United States of America","Official","Acclaim Entertainment Inc.","Sega","Jan 30 2022","CIB","18.98","23.23","81","23.23","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Fable II","United States of America","Official","Microsoft Studios","Lionhead Studios Ltd.","Jan 16 2022","CIB","6.15","6.46","38.42","6.46","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Fable III","United States of America","Official","Microsoft Studios","Lionhead Studios Ltd.","Jan 16 2022","CIB","4.79","7.07","12.54","7.07","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Fable: The Journey","United States of America","Official","Microsoft Studios","Lionhead Studios Ltd.","Mar 9 2024","CIB","6.33","7.03","9.32","7.03","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Fable: The Lost Chapters","United States of America","Official","Microsoft Studios","Lionhead Studios Ltd.","Jan 16 2022","CIB","4.88","6.49","18.98","6.49","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage","United States of America","Official","Bethesda Softworks","Bethesda Game Studios","Jan 16 2022","CIB","8.1","8.49","25.5","8.49","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Fallout 4","United States of America","Official","Bethesda Softworks","Bethesda","Jan 25 2022","CIB","5.08","6.94","10.96","6.94","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Far Cry 5","United States of America","Official","Ubisoft Entertainment","Ubisoft Montreal","Jan 25 2022","CIB","6.01","7.37","9.78","7.37","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Fight Night 2004","United States of America","Official","EA Games","EA","Mar 3 2024","CIB","4.97","5.99","21.49","5.99","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Fight Night Round 2","United States of America","Official","EA Games","EA","Mar 3 2024","CIB","5.59","6.89","23.12","6.89","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Fight Night Round 3","United States of America","Official","EA Sports","EA Chicago","Mar 3 2024","CIB","6.57","7.91","24.11","7.91","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Fight Night Round 4","United States of America","Official","Electronic Arts","Missing Field","Mar 3 2024","CIB","8.66","10.8","23.49","10.8","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Final Fantasy Crystal Chronicles","United States of America","Official","Nintendo","Square Enix","Jan 17 2022","CIB","10.1","14.09","46.65","14.09","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Final Fantasy VII Remake","United States of America","Official","Square Enix","Square Enix","Jan 25 2022","CIB","15.5","18.47","25.5","18.47","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Final Fantasy X","United States of America","Official","Squaresoft","Squaresoft","Jan 18 2022","CIB","6.81","8.91","18.73","8.91","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Final Fantasy X / X-2 HD Remaster","United States of America","Official","Square Enix Enix Corporation","Square Enix","Jan 25 2022","CIB","11.07","12.68","24.65","12.68","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Final Fantasy XII [Collector's Edition]","United States of America","Official","Square Enix","Square Enix","Nov 21 2021","New","10.75","11.02","60.22","60.22","-1.0","?","10","?","",""
"Strategy Guide","PrintMedia","Owned","Final Fantasy XII [Limited Edition BradyGames]","","Official","Missing Field","Missing Field","Jan 30 2022","CIB","15.04","20.42","?","20.42","-1.0","10","10","?","",""
"Sony PlayStation 2","Games","Owned","Final Fantasy XII:  Collector's Edition","","","Missing Field","Missing Field","Jan 16 2022","CIB","-1.0","-1.0","-1.0","-1.0","-1.0","10","10","10","",""
"Nintendo DS","Games","Owned","Final Fantasy XII: Revenant Wings","United States of America","Official","Square Enix","Square Enix","Jan 18 2022","CIB","15.75","27.89","46.55","27.89","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Final Fantasy XII: The Zodiac Age","United States of America","Official","Square Enix","Square Enix","Jan 25 2022","CIB","15.82","16.89","20.47","16.89","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Final Fantasy XII: The Zodiac Age [Limited Steelbook Edition]","United States of America","Official","Square Enix","Square Enix","Sep 3 2023","CIB","50.5","54.06","75.48","54.06","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Final Fantasy XV","United States of America","Official","Square Enix","Square Enix Business Division 2","Dec 2 2023","CIB","5.49","6.63","11.22","6.63","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Ford Racing 2","United States of America","Official","Gotham Games","Razorworks","Jan 17 2022","CIB","4.87","5.94","7.04","5.94","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Ford Racing 3","United States of America","Official","2K Games","Razorworks","Jan 17 2022","CIB","3.51","5.5","10.44","5.5","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Formula 1","United States of America","Official","Psygnosis Limited","Bizarre Creations Ltd.","Jan 31 2022","CIB","5.92","6.69","20.48","6.69","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Forza Horizon 2","United States of America","Official","Microsoft Studios","Playground Games Turn 10 Studios","Jan 25 2022","CIB","17.1","20.48","45.99","20.48","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Forza Motorsport","United States of America","Official","Microsoft Studios","Turn 10 Studios","Jan 16 2022","CIB","5.5","7.29","26.94","7.29","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Forza Motorsport 4","United States of America","Official","Microsoft Studios","Turn 10 Studios","Jan 16 2022","CIB","7.02","8.51","15.5","8.51","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Front Mission 4","United States of America","Official","Square Enix","Square Enix","Jan 17 2022","CIB","12.19","14.86","36.5","14.86","-1.0","10","10","10","",""
"Nintendo GameCube","GameAccessories","Owned","Gameboy Player with Startup Disc","United States of America","Official","Nintendo","Nintendo","Jan 30 2022","CIB","125.5","139.5","403.5","139.5","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Gears of War 4 [Ultimate Edition]","United States of America","Official","Microsoft","Missing Field","Jan 25 2022","CIB","15.08","19.36","40.5","19.36","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Getaway","United States of America","Official","Sony Computer Entertainment","Team SOHO","Jan 18 2022","CIB","7.7","8.5","37.78","8.5","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Ghost of Tsushima","United States of America","Official","Sony Interactive Entertainment","Sucker Punch Productions","Jan 25 2022","CIB","15","18.32","24.54","18.32","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","God of War","United States of America","Official","Sony Computer Entertainment","Sony Santa Monica Studio","Jan 18 2022","CIB","9.86","14.65","42.9","14.65","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","God of War [Stone Mason Edition]","United States of America","Official","Sony Interactive Entertainment","Sony Santa Monica Studio","Nov 20 2021","New","38.75","70.48","300.49","300.49","-1.0","?","10","?","",""
"Sony PlayStation 2","Games","Owned","God of War II","United States of America","Official","Sony Computer Entertainment","Sony Santa Monica Studio","Jan 17 2022","CIB","9.78","15.69","48.5","15.69","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","God of War III","United States of America","Official","Sony Computer Entertainment","Sony Santa Monica Studio","Jan 25 2022","CIB","7.61","9.41","31.38","9.41","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Godfather II","United States of America","Official","Electronic Arts","EA Redwood Shores","Jan 16 2022","CIB","13.36","17.67","62.91","17.67","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Godzilla: Destroy All Monsters Melee","United States of America","Official","Atari SA","Pipeworks Software Inc.","Jan 17 2022","CIB","34.78","48.5","150.58","48.5","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Gradius III and IV","United States of America","Official","Konami","Konami","Jan 17 2022","CIB","23.57","33.4","250.49","33.4","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Gran Turismo","United States of America","Official","Sony Computer Entertainment","Polyphony Digital Inc.","Jan 30 2022","CIB","8.12","14.29","107.67","14.29","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Gran Turismo","United States of America","Official","Sony Computer Entertainment","Polyphony Digital Inc.","Jan 31 2022","CIB","8.12","14.29","107.67","14.29","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Gran Turismo 2","United States of America","Official","Sony Computer Entertainment","Polyphony Digital Inc.","Jan 30 2022","CIB","7.23","11.66","152.07","11.66","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Gran Turismo 2","United States of America","Official","Sony Computer Entertainment","Polyphony Digital Inc.","Jan 31 2022","CIB","7.23","11.66","152.07","11.66","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Gran Turismo 2","Japan","Official","Sony Computer Entertainment","Polyphony Digital Inc.","Jul 21 2023","CIB","13.49","15.23","168.5","15.23","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Gran Turismo 3: A-Spec","","","Missing Field","Missing Field","Jan 18 2022","CIB","-1.0","-1.0","-1.0","-1.0","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Gran Turismo 4","United States of America","Official","Sony Computer Entertainment","Polyphony Digital Inc.","Jan 17 2022","CIB","7.76","11.36","38.08","11.36","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","Gran Turismo 5","United States of America","Official","Sony Computer Entertainment","Polyphony Digital Inc.","Aug 19 2023","CIB","7.22","7.37","21.05","7.37","-1.0","10","10","10","",""
"Sony PlayStation 5","Games","Owned","Gran Turismo 7","United States of America","Official","Sony Interactive Entertainment","Polyphony Digital Inc.","Jul 21 2023","CIB","39.25","40.11","43.8","40.11","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Grand Theft Auto Double Pack","United States of America","Official","Rockstar Games","Rockstar North Rockstar Vienna","Jan 16 2022","CIB","16.64","20.48","45","20.48","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Grand Theft Auto III","United States of America","Official","Rockstar Games","DMA Design Limited","Jan 18 2022","CIB","6.5","8.92","19.48","8.92","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Grand Theft Auto: San Andreas","United States of America","Official","Rockstar Games","Rockstar North","Jan 18 2022","CIB","8.9","10.5","48.67","10.5","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Grand Theft Auto: San Andreas [Second Edition]","United States of America","Official","Rockstar Games","Rockstar North","Jan 16 2022","CIB","8.5","13.39","90.49","13.39","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Grand Theft Auto: Vice City","United States of America","Official","Rockstar Games","Rockstar North","Jan 18 2022","CIB","7.45","10.25","33.97","10.25","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Grandia II","United States of America","Official","Ubisoft Entertainment","Game Arts","Jan 25 2022","CIB","32.11","50.5","180.45","50.5","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Guitar Hero Live [2 Pack Bundle]","United States of America","Official","Activision","Missing Field","Oct 17 2023","CIB","160.49","179.44","267.22","179.44","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Guitar Hero: World Tour","United States of America","Official","Activision","Neversoft Entertainment","Jan 16 2022","CIB","11.68","13.25","31.72","13.25","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Trade/Sell","Guitar Hero: World Tour","United States of America","Official","Activision","Neversoft Entertainment","Nov 20 2021","CIB","11.68","13.25","31.72","13.25","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Gunbird 2","United States of America","Official","Capcom","Psikyo","Jan 25 2022","CIB","93","117.07","218.81","117.07","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Halo 2","United States of America","Official","Microsoft Studios","Bungie","Jan 16 2022","CIB","8","12.46","153","12.46","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Halo 2 Limited Collector's Edition","United States of America","Official","Microsoft","Bungie","Jan 16 2022","CIB","5.63","20.69","265.5","20.69","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Halo 4","United States of America","Official","Microsoft Studios","343 Industries","Jan 16 2022","CIB","6.15","6.7","18.98","6.7","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Halo 5: Guardians","United States of America","Official","Microsoft Studios","343 Industries","Jan 25 2022","CIB","6.38","6.56","13.48","6.56","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Halo: Combat Evolved","United States of America","Official","Microsoft Studios","Bungie","Jan 16 2022","CIB","7.18","7.7","130.44","7.7","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Halo: Reach","United States of America","Official","Microsoft Studios","Bungie","Jan 16 2022","CIB","7.25","7.33","30.49","7.33","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Halo: The Master Chief Collection","United States of America","Official","Microsoft Studios","343 Industries","Jan 25 2022","CIB","22.19","27.53","55.45","27.53","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Hitman 2: Silent Assassin","United States of America","Official","Eidos Interactive","IO Interactive","Jan 17 2022","CIB","5.17","6.95","45.87","6.95","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Hobbit","United States of America","Official","Havas Interactive","Inevitable Entertainment","Feb 18 2024","Loose","8.37","8.93","25.74","8.37","-1.0","10","?","?","",""
"Sony PlayStation 5","Games","Owned","Hogwarts Legacy","United States of America","Official","Warner Bros. Interactive Entertainment","Avalanche","Jun 20 2023","CIB","33","34","38.33","34","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Horizon Zero Dawn: Complete Edition","United States of America","Official","Sony Computer Entertainment","Guerrilla Games","Jan 25 2022","CIB","9.5","11.16","22.92","11.16","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Hot Shots Golf","United States of America","Official","Sony Computer Entertainment Japan","Camelot Software Planning","Jan 31 2022","CIB","8.03","12.08","138.6","12.08","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Hot Shots Golf 3","United States of America","Official","Sony","Clap Hanz Ltd.","Jan 18 2022","CIB","4.41","7.48","13.19","7.48","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Hot Shots Golf Fore!","United States of America","Official","Sony","Clap Hanz Ltd.","Jan 18 2022","CIB","7.73","8.45","19.3","8.45","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","House of the Dead 2","United States of America","Official","Sega","WOW Entertainment","Jan 25 2022","CIB","19.23","31.31","105.5","31.31","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Hydro Thunder","United States of America","Official","Midway Games","Blue Shift","Jan 31 2022","CIB","13.57","18.47","45.36","18.47","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Hydro Thunder","United States of America","Official","Midway Games","Midway","Jan 25 2022","CIB","20.48","32.49","53.97","32.49","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Ikaruga","United States of America","Official","Infogrames Entertainment","Treasure","Jan 17 2022","CIB","37.35","60.5","180.75","60.5","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Ikaruga","Japan","Official","Entertainment Software Publishing","Treasure","Jan 25 2022","CIB","56.11","81.5","168.86","81.5","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Immortals Fenyx Rising","United States of America","Official","Ubisoft","Ubisoft Quebec","Jan 25 2022","CIB","6.5","6.55","8.4","6.55","-1.0","10","10","10","",""
"Nintendo GameCube","Systems","Owned","Indigo GameCube System","United States of America","Official","Nintendo","Nintendo","Nov 21 2021","CIB","80.5","162.27","699.5","162.27","-1.0","8","8","8","",""
"Microsoft Xbox","Games","Owned","Jade Empire: Limited Edition","","","Missing Field","Missing Field","Jan 16 2022","CIB","-1.0","-1.0","-1.0","-1.0","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Jak 3","United States of America","Official","Sony Computer Entertainment","Naughty Dog Software","Apr 16 2022","CIB+","7.63","9.16","58.93","9.16","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Jak and Daxter: The Precursor Legacy","United States of America","Official","Sony Computer Entertainment","Naughty Dog Software","Jan 17 2022","CIB","8.97","12.25","201.63","12.25","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Jet Grind Radio","United States of America","Official","Sega","Smilebit","Jan 25 2022","CIB","33.5","54.65","133.49","54.65","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","JoJo's Bizarre Adventure","United States of America","Official","Capcom","Capcom","Jan 25 2022","CIB","145.69","185.49","363","185.49","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Kameo: Elements of Power","United States of America","Official","Microsoft Studios","Rare Ltd.","Jan 16 2022","CIB","6.08","6.7","23.49","6.7","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Killzone","United States of America","Official","SCEE","Guerrilla Games","Jan 17 2022","CIB","9.25","10.5","38.09","10.5","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","Killzone 2","United States of America","Official","Sony","Guerrilla Games","Jan 25 2022","CIB","5.96","8.43","15.49","8.43","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","Killzone 3","United States of America","Official","Sony Computer Entertainment","Guerrilla Games","Jan 25 2022","CIB","5.64","6.5","15.23","6.5","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","Killzone 3 [Helghast Edition]","United States of America","Official","Sony","Guerrilla Games","Jan 25 2022","CIB","6.58","60.49","120.98","60.49","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Killzone: Shadow Fall","United States of America","Official","SCEA","Guerrilla Games","Jan 25 2022","CIB","7.18","8.61","16.87","8.61","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Kinect Sports","United States of America","Official","Microsoft Studios","Rare Ltd.","Jan 16 2022","CIB","4.35","4.45","9.59","4.45","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Kinect Sports: Season Two","United Kingdom","Official","Microsoft Studios","Rare Ltd.","Jan 16 2022","CIB","5.55","6.82","12.59","6.82","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Kinectimals","United States of America","Official","Microsoft Studios","Frontier Developments Ltd.","Jan 16 2022","CIB","5.03","5.51","11.29","5.51","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","King of Fighters: Maximum Impact: Maniax","United States of America","Official","SNK Playmore","SNK Playmore","Jan 16 2022","CIB","13.97","19.89","33.49","19.89","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Kingdom Hearts","United States of America","Official","Squaresoft","Squaresoft","Jan 18 2022","CIB","6.98","14.49","401.47","14.49","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Kingdom Hearts HD 2.8 Final Chapter Prologue","United States of America","Official","Square Enix","Square Enix","Jan 25 2022","CIB","9.13","9.98","16.48","9.98","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Kingdom Hearts II","United States of America","Official","Square Enix","Square Enix","Jan 17 2022","CIB","7.14","11.3","72.61","11.3","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Kingdom Hearts III","United States of America","Official","Square Enix","Square Enix","Jan 25 2022","CIB","7.75","7.97","10.1","7.97","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","KISS Psycho Circus: The Nightmare Child","United States of America","Official","Take-Two Interactive Software Inc.","Tremor","Jan 25 2022","CIB","22.5","28.44","52.25","28.44","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","L.A. Noire","United States of America","Official","Rockstar Games","Rockstar Games","Jan 25 2022","CIB","12.18","13.62","17.48","13.62","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Last of Us Part II","United States of America","Official","Sony Interactive Entertainment","Naughty Dog Software","Jan 25 2022","CIB","18.93","20.01","26.5","20.01","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Last of Us Part II [Collector's Edition]","United States of America","Official","Sony Interactive Entertainment","Naughty Dog Software","Nov 20 2021","New","33.9","178.62","225.5","225.5","-1.0","?","10","?","",""
"Sony PlayStation 4","Games","Owned","Last of Us Remastered","United States of America","Official","Sony Computer Entertainment Sony Computer Entertainment America","Naughty Dog Software","Jan 25 2022","CIB","9.49","10.3","14.49","10.3","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Left 4 Dead","United States of America","Official","Valve Corporation","Turtle Rock Studios Valve Corporation","Jan 16 2022","CIB","12.43","12.5","29.74","12.5","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Left 4 Dead 2","United States of America","Official","Valve Corporation","Valve Corporation","Jan 16 2022","CIB","19.66","22.86","43.08","22.86","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Legacy of Kain: Soul Reaver","United States of America","Official","Eidos Interactive","Crystal Dynamics Inc.","Jan 25 2022","CIB","18.36","32.5","62.62","32.5","-1.0","10","10","10","",""
"Nintendo Switch","Games","Owned","Legend of Zelda: Breath of the Wild","United States of America","Official","Nintendo","Nintendo Monolith Soft","Jan 27 2022","CIB","29.69","30.49","40.5","30.49","-1.0","10","10","10","",""
"Nintendo Switch","Games","Owned","Legend of Zelda: Link's Awakening","United States of America","Official","Nintendo","Grezzo Nintendo EAD","Jan 27 2022","CIB","30.5","33.32","41.63","33.32","-1.0","10","10","10","",""
"Nintendo Switch","Games","Owned","Legend of Zelda: Tears of the Kingdom","United States of America","Official","Nintendo","Nintendo EPD","Jun 23 2023","CIB","40.76","43.45","56.5","43.45","-1.0","10","10","10","",""
